1/10/2012	1339
2/10/2012	1462
3/10/2012	1702
4/10/2012	1656
5/10/2012	1439
6/10/2012	1208
7/10/2012	1613
8/10/2012	1935
9/10/2012	1964
10/10/2012	2003
11/10/2012	2023
12/10/2012	1559
13/10/2012	1274
14/10/2012	1805
15/10/2012	2051
16/10/2012	2024
17/10/2012	2049
18/10/2012	1998
19/10/2012	1441
20/10/2012	1257
21/10/2012	1559
22/10/2012	1643
23/10/2012	1464
24/10/2012	1521
25/10/2012	1576
26/10/2012	1381
27/10/2012	1372
28/10/2012	1610
29/10/2012	1926
30/10/2012	2018
31/10/2012	1930
1/11/2012	1868
2/11/2012	1551
3/11/2012	1471
4/11/2012	1954
5/11/2012	2079
6/11/2012	2061
7/11/2012	2001
8/11/2012	2031
9/11/2012	1574
10/11/2012	1165
11/11/2012	1366
12/11/2012	1384
13/11/2012	1342
14/11/2012	1543
15/11/2012	1509
16/11/2012	1598
17/11/2012	1349
18/11/2012	1625
19/11/2012	1932
20/11/2012	2079
21/11/2012	1857
22/11/2012	1443
23/11/2012	1332
24/11/2012	1149
25/11/2012	1471
26/11/2012	1595
27/11/2012	1498
28/11/2012	1433
29/11/2012	1401
30/11/2012	1178
1/12/2012	972
2/12/2012	1283
3/12/2012	1468
4/12/2012	1456
5/12/2012	1466
6/12/2012	1378
7/12/2012	1208
8/12/2012	1038
9/12/2012	1344
10/12/2012	1379
11/12/2012	1418
12/12/2012	1466
13/12/2012	1414
14/12/2012	1129
15/12/2012	948
16/12/2012	1285
17/12/2012	1373
18/12/2012	1379
19/12/2012	599
20/12/2012	614
21/12/2012	850
22/12/2012	672
23/12/2012	747
24/12/2012	732
25/12/2012	834
26/12/2012	996
27/12/2012	900
28/12/2012	792
29/12/2012	688
30/12/2012	781
31/12/2012	696
