1/1/2013	834
2/1/2013	1026
3/1/2013	974
4/1/2013	1001
5/1/2013	997
6/1/2013	1110
7/1/2013	1212
8/1/2013	1301
9/1/2013	1322
10/1/2013	1253
11/1/2013	935
12/1/2013	857
13/1/2013	1082
14/1/2013	1112
15/1/2013	1291
16/1/2013	1391
17/1/2013	1384
18/1/2013	1089
19/1/2013	963
20/1/2013	1174
21/1/2013	1420
22/1/2013	1349
23/1/2013	1338
24/1/2013	1335
25/1/2013	1075
26/1/2013	952
27/1/2013	1376
28/1/2013	1586
29/1/2013	1571
30/1/2013	1543
31/1/2013	1525
1/2/2013	1223
2/2/2013	1066
3/2/2013	1555
4/2/2013	1704
5/2/2013	1745
6/2/2013	1749
7/2/2013	1687
8/2/2013	1288
9/2/2013	1152
10/2/2013	1492
11/2/2013	1728
12/2/2013	1742
13/2/2013	1732
14/2/2013	1510
15/2/2013	1288
16/2/2013	1280
17/2/2013	1659
18/2/2013	1852
19/2/2013	1823
20/2/2013	1723
21/2/2013	1416
22/2/2013	1187
23/2/2013	1014
24/2/2013	1324
25/2/2013	1618
26/2/2013	1736
27/2/2013	1552
28/2/2013	1598
1/3/2013	1158
2/3/2013	1083
3/3/2013	1383
4/3/2013	1595
5/3/2013	1540
6/3/2013	1551
7/3/2013	1447
8/3/2013	1128
9/3/2013	1057
10/3/2013	1371
11/3/2013	1746
12/3/2013	1653
13/3/2013	1726
14/3/2013	1759
15/3/2013	1297
16/3/2013	1165
17/3/2013	1480
18/3/2013	1693
19/3/2013	1744
20/3/2013	1661
21/3/2013	1575
22/3/2013	1199
23/3/2013	1062
24/3/2013	1395
25/3/2013	1555
26/3/2013	1441
27/3/2013	1399
28/3/2013	1381
29/3/2013	1287
30/3/2013	1151
31/3/2013	1394
1/4/2013	1660
2/4/2013	1761
3/4/2013	1874
4/4/2013	1863
5/4/2013	1544
6/4/2013	1340
7/4/2013	1707
8/4/2013	1983
9/4/2013	1785
10/4/2013	1725
11/4/2013	1765
12/4/2013	1520
13/4/2013	1274
14/4/2013	1763
15/4/2013	1793
16/4/2013	1853
17/4/2013	1861
18/4/2013	1733
19/4/2013	1575
20/4/2013	1304
21/4/2013	1793
22/4/2013	1886
23/4/2013	1832
24/4/2013	1993
25/4/2013	1805
26/4/2013	1521
27/4/2013	1332
28/4/2013	1813
29/4/2013	1833
30/4/2013	1633
1/5/2013	1682
2/5/2013	1699
3/5/2013	1392
4/5/2013	1249
5/5/2013	1601
6/5/2013	1827
7/5/2013	1755
8/5/2013	1560
9/5/2013	1181
10/5/2013	1039
11/5/2013	920
12/5/2013	1106
13/5/2013	1269
14/5/2013	1159
15/5/2013	1192
16/5/2013	1203
17/5/2013	1876
18/5/2013	1065
19/5/2013	1294
20/5/2013	1249
21/5/2013	1145
22/5/2013	1098
23/5/2013	1171
24/5/2013	996
25/5/2013	807
26/5/2013	1081
27/5/2013	1258
28/5/2013	1201
29/5/2013	1273
30/5/2013	1165
31/5/2013	944
1/6/2013	797
2/6/2013	948
3/6/2013	1160
4/6/2013	1387
5/6/2013	1364
6/6/2013	1061
7/6/2013	916
8/6/2013	901
9/6/2013	1047
10/6/2013	1107
11/6/2013	1234
12/6/2013	1290
13/6/2013	1027
14/6/2013	877
15/6/2013	629
16/6/2013	789
17/6/2013	977
18/6/2013	953
19/6/2013	983
20/6/2013	927
21/6/2013	870
22/6/2013	724
23/6/2013	824
24/6/2013	1015
25/6/2013	1062
26/6/2013	962
27/6/2013	1046
28/6/2013	766
29/6/2013	764
30/6/2013	876
1/7/2013	975
2/7/2013	917
3/7/2013	914
4/7/2013	1239
5/7/2013	1000
6/7/2013	753
7/7/2013	892
8/7/2013	1000
9/7/2013	1509
10/7/2013	1183
11/7/2013	955
12/7/2013	862
13/7/2013	659
14/7/2013	780
15/7/2013	916
16/7/2013	1010
17/7/2013	988
18/7/2013	1032
19/7/2013	856
20/7/2013	729
21/7/2013	917
22/7/2013	1038
23/7/2013	1146
24/7/2013	1228
25/7/2013	1210
26/7/2013	939
27/7/2013	913
28/7/2013	1045
29/7/2013	1131
30/7/2013	1076
31/7/2013	1068
1/8/2013	1073
2/8/2013	919
3/8/2013	809
4/8/2013	963
5/8/2013	1095
6/8/2013	1150
7/8/2013	950
8/8/2013	909
9/8/2013	889
10/8/2013	840
11/8/2013	1156
12/8/2013	1221
13/8/2013	1247
14/8/2013	1146
15/8/2013	1142
16/8/2013	969
17/8/2013	912
18/8/2013	1103
19/8/2013	1146
20/8/2013	1118
21/8/2013	1193
22/8/2013	1200
23/8/2013	1065
24/8/2013	908
25/8/2013	1491
26/8/2013	1968
27/8/2013	2100
28/8/2013	2402
29/8/2013	2489
30/8/2013	2110
31/8/2013	2046
1/9/2013	2288
2/9/2013	2835
3/9/2013	2620
4/9/2013	2467
5/9/2013	2262
6/9/2013	2046
7/9/2013	1711
8/9/2013	1960
9/9/2013	2241
10/9/2013	2383
11/9/2013	2463
12/9/2013	2289
13/9/2013	1847
14/9/2013	1654
15/9/2013	2040
16/9/2013	2473
17/9/2013	2492
18/9/2013	2501
19/9/2013	2566
20/9/2013	2284
21/9/2013	2063
22/9/2013	2655
23/9/2013	2878
24/9/2013	2957
25/9/2013	2710
26/9/2013	2526
27/9/2013	2105
28/9/2013	1782
29/9/2013	2242
30/9/2013	2520
1/10/2013	2246
2/10/2013	2378
3/10/2013	2545
4/10/2013	2154
5/10/2013	2022
6/10/2013	2711
7/10/2013	3142
8/10/2013	2952
9/10/2013	2882
10/10/2013	2766
11/10/2013	2104
12/10/2013	1745
13/10/2013	2043
14/10/2013	2495
15/10/2013	2555
16/10/2013	2572
17/10/2013	2723
18/10/2013	2276
19/10/2013	1936
20/10/2013	2472
21/10/2013	2800
22/10/2013	2843
23/10/2013	2670
24/10/2013	2769
25/10/2013	2267
26/10/2013	2213
27/10/2013	2695
28/10/2013	2801
29/10/2013	2608
30/10/2013	2418
31/10/2013	1940
1/11/2013	1610
2/11/2013	1459
3/11/2013	1972
4/11/2013	2292
5/11/2013	2573
6/11/2013	2630
7/11/2013	2448
8/11/2013	2022
9/11/2013	1869
10/11/2013	2313
11/11/2013	2551
12/11/2013	2653
13/11/2013	2595
14/11/2013	2373
15/11/2013	2088
16/11/2013	1954
17/11/2013	2374
18/11/2013	2780
19/11/2013	2674
20/11/2013	2675
21/11/2013	2445
22/11/2013	2095
23/11/2013	1806
24/11/2013	2279
25/11/2013	2639
26/11/2013	2616
27/11/2013	2152
28/11/2013	2055
29/11/2013	1775
30/11/2013	1682
1/12/2013	2151
2/12/2013	2386
3/12/2013	2519
4/12/2013	2381
5/12/2013	2394
6/12/2013	1832
7/12/2013	1729
8/12/2013	1953
9/12/2013	2224
10/12/2013	2164
11/12/2013	2121
12/12/2013	2103
13/12/2013	1693
14/12/2013	1557
15/12/2013	1859
16/12/2013	1884
17/12/2013	1949
18/12/2013	1861
19/12/2013	1727
20/12/2013	1489
21/12/2013	1197
22/12/2013	1385
23/12/2013	1412
24/12/2013	1165
25/12/2013	957
26/12/2013	475
27/12/2013	1301
28/12/2013	1148
29/12/2013	1272
30/12/2013	1333
31/12/2013	983
